,publishtime,code,title,pdfurl
100,2016-12-06,600482,中国动力：独立董事关于公司股票期权激励计划（草案）的独立意见,http://xinpi.cnstock.com/FileView.aspx?Code=D839FE87CFB5C8240EB6A40FDB16A8EF
101,2016-12-06,600482,中国动力：独立董事关于使用募集资金向全资子公司增资的独立意见,http://xinpi.cnstock.com/FileView.aspx?Code=61EC08372A875C0EEAF5385156AE9684
102,2016-12-06,600482,中国动力：中信证券股份有限公司关于中国船舶重工集团动力股份有限公司使用募集资金对子公司增资暨使用部分闲置募集资金暂时补充流动资金的核查意见,http://xinpi.cnstock.com/FileView.aspx?Code=F82EC193D4047EEC036FF9E702A44778
103,2016-12-06,600482,中国动力：拟以土地对武汉船用机械有限责任公司增资项目--武汉船用机械有限责任公司资产评估报告,http://xinpi.cnstock.com/FileView.aspx?Code=DA171DED7DA3306F8BE7D3C333308D74
104,2016-12-06,600482,中国动力：拟对武汉船用机械有限责任公司增资项目所涉及的3宗授权经营土地使用权评估,http://xinpi.cnstock.com/FileView.aspx?Code=896221709BC771467972D165237A18CA
105,2016-12-06,600482,中国动力：董事会审计委员会关于向控股子公司增资暨关联交易的书面审核意见,http://xinpi.cnstock.com/FileView.aspx?Code=DF1D277DD4F9099A746E79754EDB15FC
106,2016-12-06,600482,中国动力：独立董事关于使用前次闲置募集资金暂时补充流动资金的意见,http://xinpi.cnstock.com/FileView.aspx?Code=C596505102ECEC24C5E8ABCCCA21F0B3
107,2016-12-06,600482,中国动力：关于召开2016年第六次临时股东大会的通知,http://xinpi.cnstock.com/FileView.aspx?Code=DE1BCFCE58BBB006579F2EA257EDC6DB
108,2016-12-06,600482,中国动力：股票期权激励授予对象名单,http://xinpi.cnstock.com/FileView.aspx?Code=9BC76BCD9272CDBBF0DE13BA12230B7E
109,2016-12-06,600482,中国动力：独立董事事前认可意见,http://xinpi.cnstock.com/FileView.aspx?Code=B029E9DE674AF9163AC81084A5E74F44
110,2016-12-06,600482,中国动力：独立董事关于向控股子公司增资暨关联交易的独立意见,http://xinpi.cnstock.com/FileView.aspx?Code=9849EB8CDC7D733E68D67C27E099110A
